0.081526036,3.733869978
0.486850427,3.681733803
0.789896701,2.917253824
1.03233372,2.221839903
1.244466112,1.605241044
1.365684621,1.195385299
1.502055444,0.844759293
1.623273954,0.609850724
1.85560943,0.453261551
2.168757247,0.705338189
2.274823443,0.958260643
2.411194266,1.310744422
2.668783599,1.693887249
3.093048382,1.795370317
3.426399283,2.22701706
3.683988616,2.905959663
4.062796458,2.854883483
4.411299673,2.302562432
4.805259829,1.969721434
5.214372299,2.137778308
4.647109421,1.592781025
5.844538005,1.35631162
7.218977772,1.081679539
8.707954185,0.835719064
9.645072208,0.335420444
10.277255,0.312349956
10.9524097,0.354535934
11.55401633,0.375944305
12.0771166,0.418972053
12.73161173,0.384905646
13.31916985,0.29425476
13.86210331,0.217450496
14.62568096,0.155447338
15.35238128,0.109868367
15.8057555,0.087362946
16.19746092,0.071744178
16.7775816,0.059742906
17.37918823,0.046757564
17.89691702,0.035565046
18.36547603,0.026944541
18.83775376,0.020032428
19.276563,0.015317506
19.77115306,0.011588806
20.21368102,0.008803993
20.73430214,0.006771609
21.33301643,0.005338833
21.95776178,0.004332449
22.5936633,0.003433918
23.15519037,0.002734055
23.77993571,0.002212589
24.37121256,0.001789528
25.00339536,0.001427326
25.68020282,0.001185648
26.34213539,0.000960829
27.00778668,0.000806962
27.65856309,0.000668486
28.33537055,0.000559125
29.06424012,0.000480686
29.72617269,0.000410825
30.24084386,0.00037084
30.87153916,0.000325621
31.56322151,0.000282036
32.35902809,0.00025208
33.09905383,0.000224717
33.78701746,0.00019607
34.57703935,0.000179374
35.3116936,0.000164187
35.93643895,0.000150553
36.52213772,0.000132309
37.18592965,0.000112011
37.73258183,0.000115554
38.45029523,0.000104778
39.23122692,9.85534E-05
39.78903527,9.37721E-05
5,1.44974067
5.201005025,1.303789182
5.502512563,1.123805735
5.653266332,1.172531244
5.954773869,1.480835825
6.105527638,1.331753857
6.206030151,1.512597932
6.608040201,1.389495494
6.809045226,1.276411721
6.959798995,1.147909986
7.361809045,1.010667487
7.663316583,0.989445107
8.015075377,1.032345062
8.366834171,0.908919342
9.070351759,0.766995166
9.221105528,0.523472666
9.422110553,0.380754602
9.874371859,0.29515224
10.52763819,0.328192787
9.170854271,0.607309589
9.371859296,0.423377828
13.04020101,0.342422436
13.64321608,0.249065379
14.24623116,0.18901562
14.54773869,0.166417179
15.05025126,0.137482952
17.16080402,0.050707141
